Transaction_ID,Employee_ID,Salary_Band,Monthly_Salary,Work_Mode,Date,Transaction_Type,Category,Amount,Merchant,Payment_Method,Expense_Type,Subscription,Time_of_Day
TXN001996,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-08,Expense,Dining Out,2112.0,Starbucks,Debit Card,Want,No,Night
TXN001997,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-09,Expense,Coffee & Snacks,239.0,Tapri,UPI,Want,No,Afternoon
TXN001998,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-10,Expense,Dining Out,2371.0,Third Wave Coffee,Debit Card,Want,No,Night
TXN001999,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-11,Expense,Commute,420.0,Namma Metro,Cash,Need,No,Evening
TXN002000,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-13,Expense,Groceries,626.0,Zepto,Cash,Need,No,Evening
TXN002001,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-13,Expense,Groceries,2178.0,Local Kirana Store,Debit Card,Need,No,Afternoon
TXN002002,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-17,Expense,Gym,3000.0,Gold Gym,UPI,Want,Yes,Night
TXN002003,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-17,Expense,Dining Out,430.0,Local Restaurant,Debit Card,Want,No,Afternoon
TXN002004,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-17,Expense,Commute,442.0,Namma Metro,UPI,Need,No,Morning
TXN002005,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-17,Expense,Groceries,395.0,Blinkit,Cash,Need,No,Morning
TXN002006,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-17,Expense,Medical,751.0,Diagnostics Lab,Credit Card,Need,No,Morning
TXN002007,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-19,Expense,Commute,420.0,Shell Petrol,UPI,Need,No,Morning
TXN002008,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-23,Expense,Groceries,1995.0,BigBasket,Debit Card,Need,No,Evening
TXN002009,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-24,Expense,Dining Out,2971.0,Barbeque Nation,Debit Card,Want,No,Night
TXN002010,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-26,Expense,Food Delivery,1025.0,Zomato,Credit Card,Want,No,Night
TXN002011,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-27,Expense,Commute,67.0,Ola,UPI,Need,No,Morning
TXN002012,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-28,Expense,Dining Out,4162.0,Barbeque Nation,Credit Card,Want,No,Evening
TXN002013,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-04-28,Expense,Medical,2232.0,Practo Doctor Consult,UPI,Need,No,Morning
TXN002014,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-01,Income,Salary,57000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN002015,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-01,Investment,SIP Mutual Fund,3500.0,UTI Mutual Fund,Net Banking,N/A,Yes,Morning
TXN002016,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-01,Expense,Groceries,1928.0,Reliance Fresh,Debit Card,Need,No,Afternoon
TXN002017,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-02,Expense,Rent,15700.0,Housing Society,Net Banking,Need,No,Morning
TXN002018,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-04,Expense,Groceries,310.0,BigBasket,Debit Card,Need,No,Afternoon
TXN002019,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-05,Expense,Groceries,327.0,DMart,Debit Card,Need,No,Evening
TXN002020,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-05,Expense,Commute,777.0,Ola,Debit Card,Need,No,Evening
TXN002021,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-06,Expense,Dining Out,966.0,Barbeque Nation,UPI,Want,No,Afternoon
TXN002022,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-06,Expense,Shopping,8758.0,Zara,Credit Card,Want,No,Night
TXN002023,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-06,Expense,Coffee & Snacks,165.0,Third Wave Coffee,Cash,Want,No,Morning
TXN002024,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-06,Expense,Groceries,1935.0,Local Kirana Store,Debit Card,Need,No,Evening
TXN002025,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-07,Expense,Utilities,3297.0,Municipal Water,UPI,Need,No,Afternoon
TXN002026,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-07,Expense,EMI,11200.0,SBI Credit Card EMI,Net Banking,Need,No,Morning
TXN002027,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-07,Expense,Dining Out,2663.0,Socials Cafe,Credit Card,Want,No,Afternoon
TXN002028,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-07,Expense,Groceries,1883.0,Local Kirana Store,Cash,Need,No,Evening
TXN002029,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-09,Expense,Dining Out,2784.0,McDonalds,Debit Card,Want,No,Afternoon
TXN002030,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-12,Expense,OTT Subscription,999.0,Spotify,UPI,Want,Yes,Night
TXN002031,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-16,Expense,Commute,582.0,Namma Metro,Debit Card,Need,No,Morning
TXN002032,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-24,Expense,Gym,3000.0,Local Gym Fitness,Credit Card,Want,Yes,Night
TXN002033,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-24,Expense,Food Delivery,995.0,Swiggy,Credit Card,Want,No,Evening
TXN002034,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-25,Expense,Food Delivery,971.0,Zomato,Credit Card,Want,No,Night
TXN002035,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-05-26,Expense,Shopping,4424.0,Decathlon,Net Banking,Want,No,Evening
TXN002036,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-01,Income,Salary,57000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN002037,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-02,Expense,Groceries,984.0,Local Kirana Store,Cash,Need,No,Evening
TXN002038,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-02,Expense,Groceries,2319.0,Local Kirana Store,Cash,Need,No,Evening
TXN002039,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-04,Expense,Rent,13300.0,Landlord Corp,Net Banking,Need,No,Morning
TXN002040,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-05,Expense,Shopping,6338.0,H&M,UPI,Want,No,Afternoon
TXN002041,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-06,Expense,Utilities,3705.0,Indane Gas,Net Banking,Need,No,Afternoon
TXN002042,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-08,Expense,Coffee & Snacks,216.0,Third Wave Coffee,Cash,Want,No,Evening
TXN002043,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-09,Expense,Groceries,309.0,Reliance Fresh,Cash,Need,No,Afternoon
TXN002044,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-09,Expense,Dining Out,4126.0,Third Wave Coffee,Credit Card,Want,No,Afternoon
TXN002045,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-10,Investment,SIP Mutual Fund,5300.0,Zerodha Coin,Net Banking,N/A,Yes,Morning
TXN002046,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-10,Expense,Medical,1642.0,Local Hospital,Debit Card,Need,No,Afternoon
TXN002047,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-11,Expense,Commute,240.0,Shell Petrol,Cash,Need,No,Morning
TXN002048,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-12,Expense,Commute,550.0,HP Petrol Pump,Cash,Need,No,Morning
TXN002049,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-12,Expense,Groceries,714.0,Blinkit,Debit Card,Need,No,Morning
TXN002050,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-13,Expense,OTT Subscription,999.0,Spotify,Credit Card,Want,Yes,Night
TXN002051,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-15,Expense,Groceries,1633.0,DMart,UPI,Need,No,Afternoon
TXN002052,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-16,Expense,Commute,726.0,Namma Metro,Debit Card,Need,No,Morning
TXN002053,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-17,Expense,Groceries,1698.0,BigBasket,UPI,Need,No,Afternoon
TXN002054,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-18,Expense,Food Delivery,265.0,Zomato,Credit Card,Want,No,Night
TXN002055,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-20,Expense,Dining Out,3092.0,Barbeque Nation,UPI,Want,No,Evening
TXN002056,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-21,Expense,Gym,3000.0,Cult.fit,UPI,Want,Yes,Night
TXN002057,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-21,Expense,Coffee & Snacks,85.0,Starbucks,UPI,Want,No,Evening
TXN002058,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-22,Expense,Dining Out,4038.0,McDonalds,Credit Card,Want,No,Evening
TXN002059,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-24,Expense,Commute,485.0,Namma Metro,Debit Card,Need,No,Morning
TXN002060,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-25,Expense,Coffee & Snacks,155.0,Tapri,Cash,Want,No,Afternoon
TXN002061,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-25,Expense,Coffee & Snacks,43.0,Bakery,UPI,Want,No,Morning
TXN002062,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-26,Expense,Dining Out,1488.0,Dominos Pizza,Credit Card,Want,No,Afternoon
TXN002063,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-26,Expense,Groceries,362.0,BigBasket,Debit Card,Need,No,Morning
TXN002064,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-27,Expense,Coffee & Snacks,243.0,Local Tea Stall,UPI,Want,No,Afternoon
TXN002065,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-06-27,Expense,Food Delivery,1180.0,Swiggy,Credit Card,Want,No,Night
TXN002066,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-01,Income,Salary,57000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN002067,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-03,Expense,EMI,8100.0,HDFC Bank Loan,Net Banking,Need,No,Morning
TXN002068,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-03,Expense,Groceries,1446.0,DMart,Cash,Need,No,Afternoon
TXN002069,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-04,Expense,Shopping,2348.0,Decathlon,Credit Card,Want,No,Afternoon
TXN002070,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-05,Expense,Rent,14600.0,Property Management,Net Banking,Need,No,Morning
TXN002071,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-05,Expense,Utilities,4125.0,Jio Fiber,Debit Card,Need,No,Afternoon
TXN002072,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-05,Investment,SIP Mutual Fund,5300.0,Zerodha Coin,Net Banking,N/A,Yes,Morning
TXN002073,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-05,Expense,Food Delivery,317.0,Zomato,UPI,Want,No,Night
TXN002074,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-05,Expense,Groceries,2351.0,DMart,Cash,Need,No,Evening
TXN002075,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-11,Expense,Coffee & Snacks,178.0,Starbucks,UPI,Want,No,Evening
TXN002076,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-12,Expense,Coffee & Snacks,88.0,Chai Point,Cash,Want,No,Evening
TXN002077,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-12,Expense,Groceries,1439.0,BigBasket,Cash,Need,No,Afternoon
TXN002078,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-15,Expense,Dining Out,2939.0,Dominos Pizza,UPI,Want,No,Evening
TXN002079,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-18,Expense,OTT Subscription,649.0,Youtube Premium,Credit Card,Want,Yes,Night
TXN002080,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-19,Expense,Food Delivery,476.0,Swiggy,UPI,Want,No,Night
TXN002081,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-21,Expense,Groceries,1676.0,DMart,Debit Card,Need,No,Afternoon
TXN002082,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-23,Expense,Groceries,1715.0,Reliance Fresh,Cash,Need,No,Afternoon
TXN002083,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-23,Expense,Dining Out,1110.0,Local Restaurant,Debit Card,Want,No,Night
TXN002084,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-25,Expense,Coffee & Snacks,234.0,Local Tea Stall,Cash,Want,No,Evening
TXN002085,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-26,Expense,Groceries,706.0,Zepto,Cash,Need,No,Evening
TXN002086,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-28,Expense,Gym,1500.0,Local Gym Fitness,UPI,Want,Yes,Night
TXN002087,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-07-28,Expense,Commute,265.0,Uber,UPI,Need,No,Morning
TXN002088,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-01,Income,Salary,57000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN002089,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-01,Expense,Rent,15300.0,Housing Society,Net Banking,Need,No,Morning
TXN002090,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-04,Expense,Dining Out,4797.0,Third Wave Coffee,Debit Card,Want,No,Afternoon
TXN002091,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-05,Expense,Groceries,2287.0,Reliance Fresh,Cash,Need,No,Afternoon
TXN002092,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-06,Investment,SIP Mutual Fund,4500.0,UTI Mutual Fund,Net Banking,N/A,Yes,Morning
TXN002093,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-06,Expense,Dining Out,4275.0,Third Wave Coffee,Debit Card,Want,No,Evening
TXN002094,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-07,Expense,EMI,13400.0,ICICI Finance,Net Banking,Need,No,Morning
TXN002095,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-09,Expense,Utilities,3000.0,Airtel Broadband,Debit Card,Need,No,Afternoon
TXN002096,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-09,Expense,Coffee & Snacks,196.0,Third Wave Coffee,UPI,Want,No,Morning
TXN002097,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-10,Expense,Commute,419.0,Shell Petrol,UPI,Need,No,Evening
TXN002098,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-11,Expense,Dining Out,1658.0,Socials Cafe,Debit Card,Want,No,Evening
TXN002099,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-12,Expense,Food Delivery,692.0,Zomato,Credit Card,Want,No,Evening
TXN002100,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-12,Expense,Groceries,1961.0,Zepto,UPI,Need,No,Afternoon
TXN002101,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-13,Expense,Groceries,1042.0,DMart,Cash,Need,No,Morning
TXN002102,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-17,Expense,Coffee & Snacks,207.0,Local Tea Stall,Cash,Want,No,Afternoon
TXN002103,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-18,Expense,Food Delivery,1175.0,Swiggy,Credit Card,Want,No,Evening
TXN002104,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-19,Expense,Dining Out,3159.0,Barbeque Nation,Debit Card,Want,No,Afternoon
TXN002105,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-19,Expense,Commute,67.0,Auto Fare,UPI,Need,No,Evening
TXN002106,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-19,Expense,Commute,711.0,Shell Petrol,Debit Card,Need,No,Evening
TXN002107,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-20,Expense,Groceries,1884.0,BigBasket,Cash,Need,No,Afternoon
TXN002108,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-21,Expense,OTT Subscription,999.0,Netflix,Credit Card,Want,Yes,Night
TXN002109,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-21,Expense,Commute,577.0,Uber,UPI,Need,No,Evening
TXN002110,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-21,Expense,Dining Out,809.0,Third Wave Coffee,Debit Card,Want,No,Evening
TXN002111,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-22,Expense,Gym,3000.0,Local Gym Fitness,Credit Card,Want,Yes,Night
TXN002112,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-24,Expense,Coffee & Snacks,300.0,Bakery,UPI,Want,No,Afternoon
TXN002113,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-24,Expense,Food Delivery,434.0,Swiggy,UPI,Want,No,Night
TXN002114,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-25,Expense,Food Delivery,1077.0,Zomato,UPI,Want,No,Night
TXN002115,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-27,Expense,Groceries,922.0,Local Kirana Store,Debit Card,Need,No,Morning
TXN002116,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-08-28,Expense,Commute,207.0,Uber,UPI,Need,No,Morning
TXN002117,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-01,Income,Salary,57000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN002118,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-01,Expense,Rent,16300.0,Housing Society,Net Banking,Need,No,Morning
TXN002119,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-04,Expense,Dining Out,2948.0,Socials Cafe,Debit Card,Want,No,Night
TXN002120,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-05,Expense,EMI,5700.0,HDFC Bank Loan,Net Banking,Need,No,Morning
TXN002121,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-05,Expense,Groceries,914.0,Blinkit,Debit Card,Need,No,Morning
TXN002122,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-06,Expense,Shopping,5185.0,H&M,Credit Card,Want,No,Afternoon
TXN002123,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-07,Expense,Groceries,893.0,Local Kirana Store,UPI,Need,No,Afternoon
TXN002124,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-08,Expense,Utilities,3951.0,Jio Fiber,Net Banking,Need,No,Afternoon
TXN002125,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-08,Expense,Commute,238.0,Ola,UPI,Need,No,Morning
TXN002126,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-09,Expense,Coffee & Snacks,211.0,Bakery,Cash,Want,No,Afternoon
TXN002127,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-11,Expense,Dining Out,2861.0,McDonalds,Debit Card,Want,No,Night
TXN002128,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-11,Expense,Coffee & Snacks,52.0,Starbucks,Cash,Want,No,Morning
TXN002129,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-12,Expense,Gym,1500.0,Local Gym Fitness,Credit Card,Want,Yes,Night
TXN002130,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-12,Expense,Groceries,1890.0,Local Kirana Store,Cash,Need,No,Evening
TXN002131,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-19,Expense,Commute,452.0,Ola,UPI,Need,No,Morning
TXN002132,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-22,Expense,Dining Out,942.0,Local Restaurant,Debit Card,Want,No,Afternoon
TXN002133,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-22,Expense,Food Delivery,1035.0,Swiggy,UPI,Want,No,Night
TXN002134,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-24,Expense,Dining Out,1390.0,Barbeque Nation,Credit Card,Want,No,Afternoon
TXN002135,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-25,Expense,Commute,158.0,Namma Metro,Debit Card,Need,No,Evening
TXN002136,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-25,Expense,Groceries,419.0,DMart,UPI,Need,No,Afternoon
TXN002137,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-26,Expense,Commute,540.0,Ola,UPI,Need,No,Evening
TXN002138,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-27,Expense,Medical,1482.0,Apollo Pharmacy,Credit Card,Need,No,Evening
TXN002139,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-09-28,Expense,Groceries,1600.0,Zepto,UPI,Need,No,Evening
TXN002140,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-01,Income,Salary,57000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN002141,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-02,Expense,Dining Out,2372.0,Local Restaurant,Debit Card,Want,No,Afternoon
TXN002142,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-02,Expense,Coffee & Snacks,339.0,Starbucks,Cash,Want,No,Evening
TXN002143,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-03,Expense,Rent,13100.0,Property Management,Net Banking,Need,No,Morning
TXN002144,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-03,Expense,EMI,6400.0,SBI Credit Card EMI,Net Banking,Need,No,Morning
TXN002145,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-04,Expense,Dining Out,3078.0,Local Restaurant,Credit Card,Want,No,Night
TXN002146,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-04,Expense,Food Delivery,910.0,Swiggy,UPI,Want,No,Afternoon
TXN002147,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-05,Expense,Commute,176.0,Ola,UPI,Need,No,Morning
TXN002148,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-05,Expense,Commute,662.0,Auto Fare,UPI,Need,No,Evening
TXN002149,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-06,Expense,Food Delivery,728.0,Swiggy,UPI,Want,No,Night
TXN002150,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-07,Expense,Coffee & Snacks,260.0,Local Tea Stall,UPI,Want,No,Evening
TXN002151,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-07,Expense,Shopping,6418.0,H&M,UPI,Want,No,Evening
TXN002152,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-07,Expense,Groceries,2398.0,DMart,Cash,Need,No,Afternoon
TXN002153,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-08,Expense,Commute,633.0,Namma Metro,Cash,Need,No,Morning
TXN002154,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-09,Expense,Utilities,3042.0,Airtel Broadband,UPI,Need,No,Afternoon
TXN002155,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-09,Investment,SIP Mutual Fund,7400.0,Zerodha Coin,Net Banking,N/A,Yes,Morning
TXN002156,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-09,Expense,Groceries,648.0,Local Kirana Store,Debit Card,Need,No,Afternoon
TXN002157,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-14,Expense,Commute,752.0,Ola,Debit Card,Need,No,Evening
TXN002158,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-16,Expense,Dining Out,573.0,Starbucks,Credit Card,Want,No,Afternoon
TXN002159,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-16,Expense,Food Delivery,903.0,Swiggy,UPI,Want,No,Night
TXN002160,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-17,Expense,Groceries,1082.0,DMart,Debit Card,Need,No,Afternoon
TXN002161,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-18,Expense,OTT Subscription,299.0,Youtube Premium,UPI,Want,Yes,Night
TXN002162,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-20,Expense,Food Delivery,406.0,Zomato,Credit Card,Want,No,Night
TXN002163,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-20,Expense,Coffee & Snacks,109.0,Starbucks,Cash,Want,No,Morning
TXN002164,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-22,Expense,Coffee & Snacks,54.0,Bakery,Cash,Want,No,Morning
TXN002165,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-23,Expense,Commute,740.0,Ola,UPI,Need,No,Morning
TXN002166,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-24,Expense,Commute,211.0,Auto Fare,Cash,Need,No,Morning
TXN002167,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-24,Expense,Commute,791.0,Uber,Debit Card,Need,No,Evening
TXN002168,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-10-25,Expense,Gym,3000.0,Cult.fit,Credit Card,Want,Yes,Night
TXN002169,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-01,Income,Salary,57000.0,Company Payroll,Net Banking,N/A,No,Morning
TXN002170,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-01,Investment,SIP Mutual Fund,7100.0,UTI Mutual Fund,Net Banking,N/A,Yes,Morning
TXN002171,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-01,Expense,Food Delivery,584.0,Zomato,UPI,Want,No,Evening
TXN002172,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-04,Expense,Shopping,4345.0,Zara,Credit Card,Want,No,Afternoon
TXN002173,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-05,Expense,Rent,12000.0,Housing Society,Net Banking,Need,No,Morning
TXN002174,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-05,Expense,Coffee & Snacks,375.0,Tapri,UPI,Want,No,Evening
TXN002175,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-07,Expense,OTT Subscription,499.0,Youtube Premium,Credit Card,Want,Yes,Night
TXN002176,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-07,Expense,Shopping,6757.0,Decathlon,Net Banking,Want,No,Afternoon
TXN002177,EMP1007,Band B (₹50k-80k),57000,Hybrid,2024-11-08,Expense,Dining Out,3037.0,Starbucks,Credit Card,Want,No,Evening
